timestamp,cpu_usage,ram_usage,job_count
2025-01-10T23:00:00,33.10,40.56,33
2025-01-11T00:00:00,36.05,41.46,43
2025-01-11T01:00:00,30.24,34.14,35
2025-01-11T02:00:00,33.14,32.60,36
2025-01-11T03:00:00,35.46,38.45,46
2025-01-11T04:00:00,33.42,37.99,46
2025-01-11T05:00:00,42.94,40.94,57
2025-01-11T06:00:00,43.46,41.00,65
2025-01-11T07:00:00,48.70,54.92,73
2025-01-11T08:00:00,55.62,57.64,81
2025-01-11T09:00:00,55.42,49.60,91
2025-01-11T10:00:00,57.49,57.68,97
2025-01-11T11:00:00,53.14,54.85,99
2025-01-11T12:00:00,67.51,54.98,101
2025-01-11T13:00:00,61.64,57.47,106
2025-01-11T14:00:00,68.80,61.19,108
2025-01-11T15:00:00,64.44,61.02,111
2025-01-11T16:00:00,63.98,52.21,96
2025-01-11T17:00:00,59.90,48.19,96
2025-01-11T18:00:00,56.30,40.64,79
2025-01-11T19:00:00,56.69,46.25,74
2025-01-11T20:00:00,43.03,41.65,59
2025-01-11T21:00:00,33.95,40.91,51
2025-01-11T22:00:00,35.46,41.25,51
2025-01-11T23:00:00,29.30,35.27,39
2025-01-12T00:00:00,29.33,34.00,31
2025-01-12T01:00:00,38.36,38.98,48
2025-01-12T02:00:00,34.18,35.72,38
2025-01-12T03:00:00,37.03,41.43,46
2025-01-12T04:00:00,38.69,41.05,53
2025-01-12T05:00:00,40.14,39.93,55
2025-01-12T06:00:00,47.00,43.16,63
2025-01-12T07:00:00,38.27,42.44,55
2025-01-12T08:00:00,61.21,52.90,98
2025-01-12T09:00:00,58.57,51.97,93
2025-01-12T10:00:00,61.49,56.55,97
2025-01-12T11:00:00,67.41,53.04,105
2025-01-12T12:00:00,66.20,56.65,108
2025-01-12T13:00:00,58.35,56.10,96
2025-01-12T14:00:00,63.66,49.46,100
2025-01-12T15:00:00,70.25,56.42,110
2025-01-12T16:00:00,53.25,54.29,91
2025-01-12T17:00:00,54.55,56.01,94
2025-01-12T18:00:00,56.95,48.96,83
2025-01-12T19:00:00,43.29,45.67,67
2025-01-12T20:00:00,44.82,42.25,60
2025-01-12T21:00:00,47.82,43.13,58
2025-01-12T22:00:00,38.65,39.59,43
2025-01-12T23:00:00,32.65,34.40,37
2025-01-13T00:00:00,34.53,39.47,42
2025-01-13T01:00:00,28.27,36.62,31
2025-01-13T02:00:00,33.23,33.82,38
2025-01-13T03:00:00,30.20,44.05,43
2025-01-13T04:00:00,35.93,43.38,59
2025-01-13T05:00:00,44.51,48.69,55
2025-01-13T06:00:00,40.53,45.88,73
2025-01-13T07:00:00,39.72,55.28,72
2025-01-13T08:00:00,48.43,48.90,77
2025-01-13T09:00:00,64.19,55.92,108
2025-01-13T10:00:00,73.36,68.54,132
2025-01-13T11:00:00,83.00,67.95,137
2025-01-13T12:00:00,78.26,75.96,143
2025-01-13T13:00:00,75.46,67.77,144
2025-01-13T14:00:00,82.93,65.36,133
2025-01-13T15:00:00,77.42,67.18,141
2025-01-13T16:00:00,71.97,65.88,133
2025-01-13T17:00:00,69.04,65.46,117
2025-01-13T18:00:00,66.43,64.09,113
2025-01-13T19:00:00,54.58,49.93,71
2025-01-13T20:00:00,53.82,51.41,78
2025-01-13T21:00:00,40.54,45.27,52
2025-01-13T22:00:00,27.84,42.70,39
2025-01-13T23:00:00,38.45,37.85,40
2025-01-14T00:00:00,38.45,42.39,44
2025-01-14T01:00:00,33.92,42.17,34
2025-01-14T02:00:00,32.90,40.01,33
2025-01-14T03:00:00,29.99,38.53,39
2025-01-14T04:00:00,32.67,42.73,38
2025-01-14T05:00:00,43.23,49.82,63
2025-01-14T06:00:00,43.21,50.09,62
2025-01-14T07:00:00,47.38,50.96,71
2025-01-14T08:00:00,48.70,49.07,70
2025-01-14T09:00:00,71.75,68.02,122
2025-01-14T10:00:00,73.92,62.03,125
2025-01-14T11:00:00,72.14,67.13,125
2025-01-14T12:00:00,83.60,67.87,129
2025-01-14T13:00:00,77.50,72.14,137
2025-01-14T14:00:00,76.49,67.65,136
2025-01-14T15:00:00,69.68,68.76,125
2025-01-14T16:00:00,80.01,72.43,130
2025-01-14T17:00:00,68.83,61.32,124
2025-01-14T18:00:00,63.24,57.16,103
2025-01-14T19:00:00,50.78,53.26,78
2025-01-14T20:00:00,47.79,48.79,61
2025-01-14T21:00:00,37.61,42.98,54
2025-01-14T22:00:00,32.58,42.78,51
2025-01-14T23:00:00,39.95,47.90,57
2025-01-15T00:00:00,35.30,42.55,38
2025-01-15T01:00:00,33.01,44.40,39
2025-01-15T02:00:00,33.30,46.71,39
2025-01-15T03:00:00,35.43,43.64,43
2025-01-15T04:00:00,40.76,40.69,48
2025-01-15T05:00:00,38.72,42.68,57
2025-01-15T06:00:00,42.95,47.12,63
2025-01-15T07:00:00,46.69,47.76,75
2025-01-15T08:00:00,51.18,48.48,79
2025-01-15T09:00:00,72.01,62.65,128
2025-01-15T10:00:00,71.74,68.15,137
2025-01-15T11:00:00,71.30,72.55,148
2025-01-15T12:00:00,76.53,65.52,137
2025-01-15T13:00:00,76.31,63.14,130
2025-01-15T14:00:00,79.52,68.80,146
2025-01-15T15:00:00,79.81,65.69,132
2025-01-15T16:00:00,75.24,67.92,136
2025-01-15T17:00:00,75.28,58.57,125
2025-01-15T18:00:00,63.61,64.66,108
2025-01-15T19:00:00,60.97,53.64,88
2025-01-15T20:00:00,54.26,50.30,62
2025-01-15T21:00:00,41.60,35.23,40
2025-01-15T22:00:00,30.61,40.52,40
2025-01-15T23:00:00,36.75,40.43,52
2025-01-16T00:00:00,35.13,46.99,47
2025-01-16T01:00:00,35.82,40.69,36
2025-01-16T02:00:00,39.40,42.39,45
2025-01-16T03:00:00,41.11,43.03,50
2025-01-16T04:00:00,31.42,41.36,42
2025-01-16T05:00:00,36.79,44.31,58
2025-01-16T06:00:00,46.13,47.16,70
2025-01-16T07:00:00,53.83,50.00,79
2025-01-16T08:00:00,53.58,54.45,81
2025-01-16T09:00:00,67.57,69.00,120
2025-01-16T10:00:00,78.17,74.05,142
2025-01-16T11:00:00,72.93,63.51,121
2025-01-16T12:00:00,82.58,75.13,149
2025-01-16T13:00:00,77.25,67.64,140
2025-01-16T14:00:00,83.74,71.09,142
2025-01-16T15:00:00,77.78,64.84,141
2025-01-16T16:00:00,77.60,65.74,126
2025-01-16T17:00:00,65.95,66.65,118
2025-01-16T18:00:00,72.13,63.22,124
2025-01-16T19:00:00,50.69,46.11,70
2025-01-16T20:00:00,49.23,46.15,69
2025-01-16T21:00:00,46.63,39.14,56
2025-01-16T22:00:00,41.21,43.59,48
2025-01-16T23:00:00,39.14,46.17,55
2025-01-17T00:00:00,33.20,44.34,42
2025-01-17T01:00:00,39.62,45.74,43
2025-01-17T02:00:00,31.40,35.36,29
2025-01-17T03:00:00,39.37,40.29,46
2025-01-17T04:00:00,37.50,36.56,39
2025-01-17T05:00:00,47.12,41.48,59
2025-01-17T06:00:00,46.20,50.66,58
2025-01-17T07:00:00,52.24,52.90,70
2025-01-17T08:00:00,59.37,53.91,90
2025-01-17T09:00:00,63.53,57.27,109
2025-01-17T10:00:00,77.71,68.14,145
2025-01-17T11:00:00,68.18,72.13,137
2025-01-17T12:00:00,78.51,69.92,137
2025-01-17T13:00:00,75.62,70.71,146
2025-01-17T14:00:00,73.20,66.96,129
2025-01-17T15:00:00,74.47,63.99,129
2025-01-17T16:00:00,76.12,68.32,134
2025-01-17T17:00:00,68.54,68.31,119
2025-01-17T18:00:00,62.84,62.85,114
2025-01-17T19:00:00,44.39,50.63,71
2025-01-17T20:00:00,42.81,45.21,63
2025-01-17T21:00:00,44.20,41.47,58
2025-01-17T22:00:00,38.83,43.24,61
2025-01-17T23:00:00,35.25,43.33,47
2025-01-18T00:00:00,37.44,40.34,45
2025-01-18T01:00:00,40.17,37.51,51
2025-01-18T02:00:00,32.96,34.67,41
2025-01-18T03:00:00,28.21,39.08,36
2025-01-18T04:00:00,31.81,38.15,52
2025-01-18T05:00:00,41.10,40.91,65
2025-01-18T06:00:00,41.90,48.27,66
2025-01-18T07:00:00,51.46,45.39,67
2025-01-18T08:00:00,55.51,50.12,86
2025-01-18T09:00:00,56.78,46.75,82
2025-01-18T10:00:00,61.85,51.82,99
2025-01-18T11:00:00,70.13,55.76,106
2025-01-18T12:00:00,68.89,57.71,109
2025-01-18T13:00:00,67.66,58.99,111
2025-01-18T14:00:00,56.35,54.06,111
2025-01-18T15:00:00,61.20,55.52,97
2025-01-18T16:00:00,68.37,58.02,107
2025-01-18T17:00:00,53.90,49.87,88
2025-01-18T18:00:00,59.20,46.00,87
2025-01-18T19:00:00,51.02,53.98,86
2025-01-18T20:00:00,44.73,48.78,70
2025-01-18T21:00:00,46.97,47.06,67
2025-01-18T22:00:00,52.01,50.85,69
2025-01-18T23:00:00,33.10,37.77,48
2025-01-19T00:00:00,43.92,38.85,45
2025-01-19T01:00:00,36.91,26.49,39
2025-01-19T02:00:00,31.66,36.26,36
2025-01-19T03:00:00,34.70,37.71,38
2025-01-19T04:00:00,50.18,38.24,62
2025-01-19T05:00:00,43.68,38.79,53
2025-01-19T06:00:00,39.51,40.27,59
2025-01-19T07:00:00,53.07,48.15,82
2025-01-19T08:00:00,55.48,48.37,89
2025-01-19T09:00:00,63.83,56.73,94
2025-01-19T10:00:00,59.19,61.18,100
2025-01-19T11:00:00,52.53,54.07,102
2025-01-19T12:00:00,65.26,60.40,108
2025-01-19T13:00:00,60.93,57.30,102
2025-01-19T14:00:00,60.42,57.89,108
2025-01-19T15:00:00,66.84,52.64,108
2025-01-19T16:00:00,60.83,49.33,95
2025-01-19T17:00:00,62.01,56.48,92
2025-01-19T18:00:00,48.65,50.86,83
2025-01-19T19:00:00,52.07,41.42,68
2025-01-19T20:00:00,46.68,44.37,75
2025-01-19T21:00:00,37.02,35.91,41
2025-01-19T22:00:00,24.18,37.24,32
2025-01-19T23:00:00,32.43,36.83,31
2025-01-20T00:00:00,37.03,36.54,28
2025-01-20T01:00:00,31.88,36.16,31
2025-01-20T02:00:00,41.27,43.02,46
2025-01-20T03:00:00,39.16,42.55,52
2025-01-20T04:00:00,42.67,46.16,50
2025-01-20T05:00:00,44.66,49.06,53
2025-01-20T06:00:00,44.00,46.70,67
2025-01-20T07:00:00,37.19,49.07,60
2025-01-20T08:00:00,61.13,58.01,88
2025-01-20T09:00:00,69.04,67.68,126
2025-01-20T10:00:00,81.26,62.72,129
2025-01-20T11:00:00,74.31,66.84,125
2025-01-20T12:00:00,78.06,70.29,141
2025-01-20T13:00:00,76.15,66.57,139
2025-01-20T14:00:00,74.07,68.82,137
2025-01-20T15:00:00,78.03,70.36,137
2025-01-20T16:00:00,71.63,69.98,135
2025-01-20T17:00:00,65.52,63.50,117
2025-01-20T18:00:00,68.30,62.04,122
2025-01-20T19:00:00,52.64,56.16,83
2025-01-20T20:00:00,49.73,53.82,71
2025-01-20T21:00:00,45.58,41.62,57
2025-01-20T22:00:00,33.05,35.24,42
2025-01-20T23:00:00,37.51,38.79,41
2025-01-21T00:00:00,27.85,37.13,34
2025-01-21T01:00:00,33.32,39.39,32
2025-01-21T02:00:00,38.63,44.57,53
2025-01-21T03:00:00,40.90,48.25,53
2025-01-21T04:00:00,34.31,42.07,57
2025-01-21T05:00:00,42.34,47.32,62
2025-01-21T06:00:00,41.34,48.05,63
2025-01-21T07:00:00,45.49,45.02,67
2025-01-21T08:00:00,49.12,53.86,85
2025-01-21T09:00:00,68.60,59.71,117
2025-01-21T10:00:00,66.59,66.89,118
2025-01-21T11:00:00,65.42,71.31,131
2025-01-21T12:00:00,82.26,73.78,146
2025-01-21T13:00:00,78.54,71.48,150
2025-01-21T14:00:00,74.01,59.75,124
2025-01-21T15:00:00,70.99,70.49,136
2025-01-21T16:00:00,73.87,70.49,134
2025-01-21T17:00:00,70.05,64.84,126
2025-01-21T18:00:00,79.76,62.96,125
2025-01-21T19:00:00,44.19,49.98,66
2025-01-21T20:00:00,48.99,51.93,78
2025-01-21T21:00:00,44.30,45.53,58
2025-01-21T22:00:00,36.22,41.37,39
2025-01-21T23:00:00,29.56,46.96,49
2025-01-22T00:00:00,38.21,43.75,41
2025-01-22T01:00:00,39.70,39.01,47
2025-01-22T02:00:00,42.30,45.45,47
2025-01-22T03:00:00,35.17,37.91,39
2025-01-22T04:00:00,37.72,40.07,45
2025-01-22T05:00:00,42.30,50.92,61
2025-01-22T06:00:00,52.07,49.01,71
2025-01-22T07:00:00,50.27,50.88,65
2025-01-22T08:00:00,65.51,55.75,93
2025-01-22T09:00:00,60.55,62.71,110
2025-01-22T10:00:00,65.98,64.41,127
2025-01-22T11:00:00,79.22,61.89,135
2025-01-22T12:00:00,79.75,68.59,141
2025-01-22T13:00:00,74.21,67.35,137
2025-01-22T14:00:00,81.69,67.91,144
2025-01-22T15:00:00,74.16,66.95,136
2025-01-22T16:00:00,69.28,67.35,135
2025-01-22T17:00:00,68.70,67.73,132
2025-01-22T18:00:00,61.77,70.07,117
2025-01-22T19:00:00,53.89,48.55,76
2025-01-22T20:00:00,43.87,47.22,61
2025-01-22T21:00:00,42.35,48.60,43
2025-01-22T22:00:00,42.63,38.36,52
2025-01-22T23:00:00,32.20,43.32,35
2025-01-23T00:00:00,28.15,38.71,38
2025-01-23T01:00:00,35.05,41.13,41
2025-01-23T02:00:00,32.79,39.81,38
2025-01-23T03:00:00,36.68,40.03,47
2025-01-23T04:00:00,38.82,39.51,45
2025-01-23T05:00:00,36.36,40.10,43
2025-01-23T06:00:00,44.42,49.03,64
2025-01-23T07:00:00,51.45,47.98,70
2025-01-23T08:00:00,60.34,52.88,83
2025-01-23T09:00:00,70.33,66.80,123
2025-01-23T10:00:00,74.07,68.76,141
2025-01-23T11:00:00,66.95,65.55,131
2025-01-23T12:00:00,75.84,68.90,137
2025-01-23T13:00:00,86.42,72.25,141
2025-01-23T14:00:00,74.09,68.35,140
2025-01-23T15:00:00,80.65,71.86,141
2025-01-23T16:00:00,70.60,76.20,124
2025-01-23T17:00:00,74.38,69.99,131
2025-01-23T18:00:00,71.08,63.11,122
2025-01-23T19:00:00,50.22,48.49,77
2025-01-23T20:00:00,41.23,45.61,61
2025-01-23T21:00:00,50.54,44.85,62
2025-01-23T22:00:00,40.83,47.91,49
2025-01-23T23:00:00,38.80,45.33,48
2025-01-24T00:00:00,28.49,43.66,32
2025-01-24T01:00:00,34.44,39.60,45
2025-01-24T02:00:00,30.86,42.10,36
2025-01-24T03:00:00,37.50,36.69,44
2025-01-24T04:00:00,40.05,42.17,54
2025-01-24T05:00:00,38.01,48.69,49
2025-01-24T06:00:00,50.71,47.38,67
2025-01-24T07:00:00,48.02,54.66,82
2025-01-24T08:00:00,58.04,53.91,89
2025-01-24T09:00:00,67.60,63.83,126
2025-01-24T10:00:00,75.03,69.02,132
2025-01-24T11:00:00,76.08,62.97,138
2025-01-24T12:00:00,77.36,71.85,146
2025-01-24T13:00:00,76.19,65.60,133
2025-01-24T14:00:00,76.03,69.98,147
2025-01-24T15:00:00,73.99,66.02,136
2025-01-24T16:00:00,77.94,65.75,129
2025-01-24T17:00:00,74.26,57.72,109
2025-01-24T18:00:00,63.61,59.78,118
2025-01-24T19:00:00,60.92,50.21,81
2025-01-24T20:00:00,41.36,49.11,63
2025-01-24T21:00:00,48.79,50.80,77
2025-01-24T22:00:00,34.90,48.67,53
2025-01-24T23:00:00,35.39,40.32,38
2025-01-25T00:00:00,29.55,33.02,32
2025-01-25T01:00:00,38.31,38.34,46
2025-01-25T02:00:00,32.87,37.29,33
2025-01-25T03:00:00,30.62,35.22,41
2025-01-25T04:00:00,48.74,42.68,55
2025-01-25T05:00:00,34.95,40.49,63
2025-01-25T06:00:00,43.90,42.85,60
2025-01-25T07:00:00,56.19,51.20,89
2025-01-25T08:00:00,58.91,53.67,76
2025-01-25T09:00:00,58.31,48.36,88
2025-01-25T10:00:00,65.11,55.63,104
2025-01-25T11:00:00,61.08,54.58,108
2025-01-25T12:00:00,69.26,57.46,121
2025-01-25T13:00:00,63.73,60.11,102
2025-01-25T14:00:00,63.85,57.28,100
2025-01-25T15:00:00,66.71,56.14,101
2025-01-25T16:00:00,61.48,55.80,101
2025-01-25T17:00:00,64.94,52.13,106
2025-01-25T18:00:00,61.69,49.45,90
2025-01-25T19:00:00,54.17,44.27,73
2025-01-25T20:00:00,52.82,47.38,73
2025-01-25T21:00:00,41.21,48.13,56
2025-01-25T22:00:00,31.39,34.66,45
2025-01-25T23:00:00,28.92,33.70,45
2025-01-26T00:00:00,36.81,37.46,50
2025-01-26T01:00:00,41.32,43.71,54
2025-01-26T02:00:00,44.75,41.30,50
2025-01-26T03:00:00,39.57,43.72,48
2025-01-26T04:00:00,36.03,37.88,48
2025-01-26T05:00:00,51.67,45.14,78
